,Match_Id,Round_ID,Round_Number,Round_Time,Event_Type,Kill_ID,Traded_by_ID,Traded_for_ID,Bomb_Status,Resurrection_ID,Player_ID,Assists,Reference_Player_ID,Damage_Type,Weapon_ID,Ability
157,167897,2577058,17,71288,kill,20487451.0,,,,,1804.0,"[{'assistId': 7652554, 'assistantId': 1802, 'damage': 92}]",1804.0,bomb,,
158,167897,2577059,18,0,start,,,,,,,[],,,,
159,167897,2577059,18,23777,kill,20487456.0,,,,,763.0,"[{'assistId': 7652557, 'assistantId': 1023, 'damage': 0}]",11412.0,ability,,Paint Shells
160,167897,2577059,18,24394,kill,20487455.0,,,,,3599.0,[],1597.0,weapon,4.0,
161,167897,2577059,18,79221,kill,20487453.0,,,,,1012.0,[],1804.0,weapon,6.0,
162,167897,2577059,18,80329,kill,20487454.0,20487458.0,,,,1012.0,"[{'assistId': 7652556, 'assistantId': 763, 'damage': 76}]",4509.0,weapon,6.0,
163,167897,2577059,18,81443,kill,20487458.0,,20487454.0,,,1091.0,[],1012.0,weapon,4.0,
164,167897,2577059,18,83027,kill,20487457.0,,,,,763.0,[],3599.0,weapon,6.0,
165,167897,2577060,19,0,start,,,,,,,[],,,,
166,167897,2577060,19,44289,kill,20487459.0,,,,,1012.0,[],1804.0,weapon,6.0,
167,167897,2577060,19,66352,kill,20487464.0,20487462.0,,,,4509.0,"[{'assistId': 7652560, 'assistantId': 11412, 'damage': 0}, {'assistId': 7652559, 'assistantId': 1091, 'damage': 0}]",1012.0,weapon,19.0,
168,167897,2577060,19,66889,kill,20487461.0,,,,,1023.0,[],1091.0,weapon,6.0,
169,167897,2577060,19,67875,kill,20487462.0,20487465.0,20487464.0,,,1023.0,"[{'assistId': 7652558, 'assistantId': 1597, 'damage': 48}]",4509.0,weapon,6.0,
170,167897,2577060,19,68667,kill,20487465.0,,20487462.0,,,11412.0,[],1023.0,weapon,13.0,
171,167897,2577060,19,73173,kill,20487460.0,,,,,1802.0,[],3599.0,weapon,6.0,
172,167897,2577060,19,79738,kill,20487463.0,,,,,1597.0,[],11412.0,weapon,4.0,
173,167897,2577061,20,0,start,,,,,,,[],,,,
174,167897,2577061,20,33887,kill,20487470.0,,,,,4509.0,[],1023.0,ability,,Showstopper
175,167897,2577061,20,35209,kill,20487472.0,,,,,763.0,[],1804.0,weapon,6.0,
176,167897,2577061,20,35722,kill,20487471.0,,,,,4509.0,[],1802.0,weapon,6.0,
177,167897,2577061,20,45794,plant,,,,1888757.0,,11412.0,[],,,,
178,167897,2577061,20,53822,kill,20487469.0,20487468.0,,,,1597.0,[],11412.0,weapon,4.0,
179,167897,2577061,20,54198,kill,20487468.0,20487473.0,20487469.0,,,3599.0,[],1597.0,weapon,4.0,
180,167897,2577061,20,56493,kill,20487473.0,,20487468.0,,,763.0,[],3599.0,weapon,4.0,
181,167897,2577061,20,70102,kill,20487466.0,,,,,1012.0,"[{'assistId': 7652561, 'assistantId': 1802, 'damage': 78}]",4509.0,weapon,6.0,
182,167897,2577061,20,75376,kill,20487474.0,20487467.0,,,,1091.0,"[{'assistId': 7652562, 'assistantId': 1804, 'damage': 121}]",763.0,weapon,4.0,
183,167897,2577061,20,78124,kill,20487467.0,,20487474.0,,,1012.0,[],1091.0,weapon,6.0,
184,167897,2577061,20,85813,defuse,,,,1888757.0,,1012.0,[],,,,
185,167897,2577062,21,0,start,,,,,,,[],,,,
186,167897,2577062,21,17308,kill,20487475.0,,,,,1012.0,"[{'assistId': 7652563, 'assistantId': 763, 'damage': 70}]",4509.0,weapon,6.0,
187,167897,2577062,21,34335,kill,20487477.0,,,,,1597.0,[],1091.0,weapon,4.0,
188,167897,2577062,21,37352,kill,20487476.0,20487480.0,,,,1802.0,[],3599.0,weapon,6.0,
189,167897,2577062,21,39115,kill,20487480.0,,20487476.0,,,11412.0,"[{'assistId': 7652565, 'assistantId': 1091, 'damage': 0}]",1802.0,weapon,13.0,
190,167897,2577062,21,39759,kill,20487478.0,,,,,763.0,[],1804.0,weapon,6.0,
191,167897,2577062,21,41666,plant,,,,1888758.0,,11412.0,[],,,,
