,Map,Round_ID,Round_Number,Player_ID,Agent_ID,Round_Score,Weapon_ID,Armor_ID,Remaining_Credits,Spent_Credits,Loadout_Value,Survived,kast
8773,Ascent,2548620,8,3345,5,434,13,1.0,1100,1800,1800,False,True
8774,Ascent,2548620,8,81,12,255,4,2.0,4650,4050,4450,False,True
8775,Ascent,2548620,8,2752,4,0,4,2.0,7300,1700,5100,False,False
8776,Ascent,2548620,8,16752,12,300,13,,2200,800,1150,False,True
8777,Ascent,2548620,8,15282,4,0,16,1.0,1250,2650,2650,False,True
8778,Ascent,2548620,8,4639,11,55,13,1.0,1500,1600,1950,False,True
8779,Ascent,2548620,8,13591,16,340,5,1.0,900,2650,3150,False,True
8780,Ascent,2548621,9,17624,5,0,4,2.0,3600,4600,4800,False,True
8781,Ascent,2548621,9,2749,11,708,6,2.0,7600,700,4950,True,True
8782,Ascent,2548621,9,2366,16,204,4,2.0,2950,4600,4600,False,True
8783,Ascent,2548621,9,3345,5,0,6,1.0,500,3900,3300,False,False
8784,Ascent,2548621,9,81,12,346,4,2.0,3700,4450,4450,False,True
8785,Ascent,2548621,9,2752,4,35,4,2.0,4700,4300,4600,False,True
8786,Ascent,2548621,9,16752,12,550,15,1.0,0,5300,5650,False,True
8787,Ascent,2548621,9,15282,4,280,4,1.0,150,4000,4000,False,True
8788,Ascent,2548621,9,4639,11,40,4,2.0,350,4050,4650,False,False
8789,Ascent,2548621,9,13591,16,400,6,1.0,250,3750,4000,False,True
8790,Ascent,2548622,10,17624,5,173,4,2.0,2400,4500,4500,True,True
8791,Ascent,2548622,10,2749,11,305,6,2.0,4600,4400,4950,False,True
8792,Ascent,2548622,10,2366,16,325,4,2.0,1850,4600,4600,False,True
8793,Ascent,2548622,10,3345,5,241,19,1.0,1300,2100,1900,False,True
8794,Ascent,2548622,10,81,12,25,15,2.0,5500,1700,6550,False,True
8795,Ascent,2548622,10,2752,4,522,4,2.0,3550,4450,4600,False,True
8796,Ascent,2548622,10,16752,12,0,11,2.0,2300,1000,1550,False,False
8797,Ascent,2548622,10,15282,4,628,13,1.0,1650,1600,1900,False,True
8798,Ascent,2548622,10,4639,11,25,19,1.0,1350,1900,2250,False,True
8799,Ascent,2548622,10,13591,16,314,19,1.0,1650,1700,2200,False,True
8800,Ascent,2548623,11,17624,5,451,4,2.0,4300,1600,4500,True,True
8801,Ascent,2548623,11,2749,11,44,6,2.0,3500,4600,4950,True,True
8802,Ascent,2548623,11,2366,16,834,4,2.0,750,4600,4600,True,True
8803,Ascent,2548623,11,3345,5,362,4,2.0,300,4100,3900,False,True
8804,Ascent,2548623,11,81,12,0,6,2.0,4500,4300,4450,False,False
8805,Ascent,2548623,11,2752,4,67,4,2.0,2650,4600,4600,True,True
8806,Ascent,2548623,11,16752,12,0,15,1.0,100,5100,5650,False,False
8807,Ascent,2548623,11,15282,4,160,4,2.0,350,4600,4600,False,False
8808,Ascent,2548623,11,4639,11,0,4,1.0,550,3700,4050,False,False
8809,Ascent,2548623,11,13591,16,0,6,2.0,150,4600,4600,False,False
8810,Ascent,2548624,12,17624,5,0,4,2.0,3200,4800,4800,True,True
8811,Ascent,2548624,12,2749,11,25,6,2.0,5300,1500,4950,True,True
8812,Ascent,2548624,12,2366,16,560,4,2.0,50,4600,4600,True,True
8813,Ascent,2548624,12,3345,5,39,4,1.0,100,3300,3300,False,False
8814,Ascent,2548624,12,81,12,545,15,2.0,5950,1850,6550,True,True
8815,Ascent,2548624,12,2752,4,220,4,2.0,5250,700,4600,True,True
8816,Ascent,2548624,12,16752,12,65,16,1.0,350,2650,3200,False,False
8817,Ascent,2548624,12,15282,4,120,13,2.0,750,2500,2500,False,False
8818,Ascent,2548624,12,4639,11,0,4,1.0,0,3450,3800,False,False
8819,Ascent,2548624,12,13591,16,0,5,1.0,150,2900,3150,False,False
8820,Ascent,2548625,13,17624,5,126,12,,100,700,500,False,False
8821,Ascent,2548625,13,2749,11,48,11,1.0,0,800,950,False,True
8822,Ascent,2548625,13,2366,16,0,11,,50,250,250,False,False
8823,Ascent,2548625,13,3345,5,121,11,1.0,0,800,800,False,True
8824,Ascent,2548625,13,81,12,387,12,1.0,50,1250,1250,False,True
8825,Ascent,2548625,13,2752,4,325,12,,0,800,800,False,True
8826,Ascent,2548625,13,16752,12,122,11,1.0,50,750,750,False,True
8827,Ascent,2548625,13,15282,4,130,11,1.0,100,700,700,True,True
8828,Ascent,2548625,13,4639,11,95,11,1.0,0,800,950,False,True
8829,Ascent,2548625,13,13591,16,728,12,,50,750,750,False,True
8830,Ascent,2548626,14,17624,5,420,13,,1200,800,800,False,True
8831,Ascent,2548626,14,2749,11,552,11,,1900,0,150,False,True
8832,Ascent,2548626,14,2366,16,78,11,,1700,250,250,False,True
8833,Ascent,2548626,14,3345,5,212,4,1.0,0,3500,3500,False,True
8834,Ascent,2548626,14,81,12,0,13,,1550,800,950,False,False
8835,Ascent,2548626,14,2752,4,105,13,,1300,800,800,False,True
8836,Ascent,2548626,14,16752,12,35,5,2.0,100,3250,3250,False,True
8837,Ascent,2548626,14,15282,4,232,5,2.0,0,3600,4100,False,True
8838,Ascent,2548626,14,4639,11,427,18,2.0,100,3200,3350,True,True
8839,Ascent,2548626,14,13591,16,214,5,2.0,200,3750,3750,False,True
8840,Ascent,2548627,15,17624,5,689,6,1.0,100,3900,3300,True,True
8841,Ascent,2548627,15,2749,11,300,6,2.0,200,4500,4650,False,True
8842,Ascent,2548627,15,2366,16,0,6,1.0,350,3750,4000,False,False
8843,Ascent,2548627,15,3345,5,0,4,1.0,150,800,3900,False,True
8844,Ascent,2548627,15,81,12,355,4,2.0,50,3900,4050,False,True
8845,Ascent,2548627,15,2752,4,80,4,1.0,0,3700,3700,False,True
8846,Ascent,2548627,15,16752,12,861,4,2.0,1250,4750,4750,False,True
8847,Ascent,2548627,15,15282,4,53,16,1.0,0,3200,3350,False,True
8848,Ascent,2548627,15,4639,11,0,16,2.0,200,2650,4800,False,False
8849,Ascent,2548627,15,13591,16,328,5,1.0,500,2900,3150,False,True
8850,Lotus,2548648,1,17624,5,246,13,,0,800,800,False,True
8851,Lotus,2548648,1,2749,11,26,11,1.0,0,800,950,False,True
8852,Lotus,2548648,1,2366,6,320,12,,100,700,700,False,True
8853,Lotus,2548648,1,3345,5,857,11,1.0,0,800,400,False,True
8854,Lotus,2548648,1,81,2,125,13,,0,800,800,False,True
8855,Lotus,2548648,1,2752,19,299,12,,50,750,750,False,True
8856,Lotus,2548648,1,16752,2,246,12,,0,800,800,False,True
8857,Lotus,2548648,1,15282,6,8,11,1.0,0,800,600,False,False
8858,Lotus,2548648,1,4639,11,19,11,1.0,0,800,950,False,False
8859,Lotus,2548648,1,13591,21,0,12,,0,800,800,False,False
8860,Lotus,2548649,2,17624,5,0,12,1.0,2000,1500,1500,False,False
8861,Lotus,2548649,2,2749,11,265,5,1.0,250,3050,3200,False,True
8862,Lotus,2548649,2,2366,6,0,12,2.0,1500,2100,2100,False,True
8863,Lotus,2548649,2,3345,5,335,13,,1100,1400,1400,False,True
8864,Lotus,2548649,2,81,2,0,16,2.0,50,3450,3450,False,False
8865,Lotus,2548649,2,2752,19,250,16,2.0,50,3500,3500,False,True
8866,Lotus,2548649,2,16752,2,402,13,,1300,800,800,True,True
8867,Lotus,2548649,2,15282,6,315,13,,1100,800,800,False,True
8868,Lotus,2548649,2,4639,11,220,11,,1500,400,550,True,True
8869,Lotus,2548649,2,13591,21,77,11,,1900,0,0,True,True
8870,Lotus,2548650,3,17624,5,588,16,1.0,1250,2650,3250,False,True
8871,Lotus,2548650,3,2749,11,219,13,,1400,950,1550,True,True
8872,Lotus,2548650,3,2366,6,43,13,1.0,1550,1400,1800,False,True
8873,Lotus,2548650,3,3345,5,240,4,2.0,400,3900,4100,False,True
8874,Lotus,2548650,3,81,2,550,10,,1550,850,850,False,True
8875,Lotus,2548650,3,2752,19,22,11,1.0,1500,650,650,False,False
8876,Lotus,2548650,3,16752,2,0,16,2.0,3000,1700,4750,False,True
8877,Lotus,2548650,3,15282,6,507,4,2.0,0,4300,4100,False,True
8878,Lotus,2548650,3,4639,11,275,16,2.0,3100,1600,4500,False,True
8879,Lotus,2548650,3,13591,21,61,5,2.0,3350,1550,3600,False,True
8880,Lotus,2548651,4,17624,5,40,4,1.0,1250,3700,3900,False,False
8881,Lotus,2548651,4,2749,11,0,6,2.0,3400,1500,5450,False,True
8882,Lotus,2548651,4,2366,6,0,4,2.0,350,4500,4500,False,True
8883,Lotus,2548651,4,3345,5,0,13,,1100,1400,1400,True,True
8884,Lotus,2548651,4,81,2,215,6,2.0,650,4600,4600,False,True
8885,Lotus,2548651,4,2752,19,275,4,1.0,800,4000,4000,False,True
8886,Lotus,2548651,4,16752,2,769,4,1.0,1300,3600,4000,False,True
8887,Lotus,2548651,4,15282,6,106,13,,1500,800,800,True,True
8888,Lotus,2548651,4,4639,11,151,16,1.0,2150,3050,3400,True,True
8889,Lotus,2548651,4,13591,21,295,6,1.0,1700,3550,3850,False,True
8890,Lotus,2548652,5,17624,5,55,13,,2150,1000,1000,False,True
8891,Lotus,2548652,5,2749,11,177,19,1.0,1700,2000,2250,False,True
8892,Lotus,2548652,5,2366,6,184,13,1.0,1650,1400,1400,False,True
8893,Lotus,2548652,5,3345,5,297,6,2.0,2900,1200,4900,True,True
8894,Lotus,2548652,5,81,2,190,13,1.0,1650,1900,1900,False,True
8895,Lotus,2548652,5,2752,19,110,13,1.0,1500,1400,1650,False,True
8896,Lotus,2548652,5,16752,2,344,4,2.0,500,4200,4600,True,True
8897,Lotus,2548652,5,15282,6,0,4,2.0,3100,1600,5300,True,True
8898,Lotus,2548652,5,4639,11,275,4,2.0,3850,1500,4650,False,True
8899,Lotus,2548652,5,13591,21,277,6,2.0,450,4450,4450,False,True
8900,Lotus,2548653,6,17624,5,0,4,1.0,650,3900,3900,False,False
8901,Lotus,2548653,6,2749,11,25,6,1.0,600,3700,3950,False,True
8902,Lotus,2548653,6,2366,6,260,4,1.0,150,3900,3900,False,True
8903,Lotus,2548653,6,3345,5,35,6,2.0,5500,600,4700,False,False
8904,Lotus,2548653,6,81,2,920,4,1.0,250,4000,4000,True,True
8905,Lotus,2548653,6,2752,19,220,4,1.0,100,3800,4000,True,True
8906,Lotus,2548653,6,16752,2,361,4,2.0,2400,1500,4900,False,True
8907,Lotus,2548653,6,15282,6,0,4,2.0,3000,200,5100,False,False
8908,Lotus,2548653,6,4639,11,453,4,2.0,2600,4450,4950,False,True
8909,Lotus,2548653,6,13591,21,10,6,2.0,2650,3900,4450,False,False
8910,Lotus,2548654,7,17624,5,0,16,2.0,500,3450,3650,False,False
8911,Lotus,2548654,7,2749,11,140,6,1.0,0,3900,4050,False,False
8912,Lotus,2548654,7,2366,6,36,4,2.0,2050,4500,4500,False,False
8913,Lotus,2548654,7,3345,5,160,4,2.0,2900,4500,3900,True,True
8914,Lotus,2548654,7,81,2,0,4,1.0,150,1100,4000,False,False
8915,Lotus,2548654,7,2752,19,275,4,2.0,2150,1450,4600,False,True
8916,Lotus,2548654,7,16752,2,217,4,2.0,300,4200,4900,False,True
8917,Lotus,2548654,7,15282,6,71,4,2.0,600,4300,4500,True,True
8918,Lotus,2548654,7,4639,11,525,4,2.0,600,4300,4650,True,True
8919,Lotus,2548654,7,13591,21,423,6,2.0,400,4150,4450,True,True
8920,Lotus,2548655,8,17624,5,0,13,,1600,800,1200,False,False
8921,Lotus,2548655,8,2749,11,0,11,,1900,0,650,False,False
8922,Lotus,2548655,8,2366,6,257,13,1.0,2150,1800,1800,False,True
8923,Lotus,2548655,8,3345,5,215,4,2.0,2600,600,3900,False,True
8924,Lotus,2548655,8,81,2,76,19,1.0,1450,1700,1900,False,True
8925,Lotus,2548655,8,2752,19,245,19,1.0,1650,1500,2200,False,True
8926,Lotus,2548655,8,16752,2,515,6,2.0,2000,4200,4900,False,True
8927,Lotus,2548655,8,15282,6,495,4,2.0,3200,400,4300,True,True
8928,Lotus,2548655,8,4639,11,50,4,2.0,2300,1700,4950,True,True
8929,Lotus,2548655,8,13591,21,0,6,2.0,2250,1550,4450,True,True
8930,Lotus,2548656,9,17624,5,321,4,1.0,500,3500,3700,False,True
8931,Lotus,2548656,9,2749,11,0,6,1.0,750,3550,4050,False,False
8932,Lotus,2548656,9,2366,6,0,4,2.0,450,4300,4500,False,True
8933,Lotus,2548656,9,3345,5,280,4,2.0,4200,1600,4300,False,True
8934,Lotus,2548656,9,81,2,220,4,1.0,250,3600,4000,False,True
8935,Lotus,2548656,9,2752,19,364,4,1.0,700,3550,4000,False,True
8936,Lotus,2548656,9,16752,2,235,4,2.0,900,4500,4900,False,True
8937,Lotus,2548656,9,15282,6,484,4,2.0,6200,400,5100,True,True
8938,Lotus,2548656,9,4639,11,300,15,2.0,200,5100,6750,False,True
8939,Lotus,2548656,9,13591,21,0,6,2.0,4700,550,4450,True,True
8940,Lotus,2548657,10,17624,5,40,4,1.0,0,3900,3900,False,False
8941,Lotus,2548657,10,2749,11,0,6,1.0,400,3550,4050,False,False
8942,Lotus,2548657,10,2366,6,0,4,1.0,150,3500,3700,False,False
8943,Lotus,2548657,10,3345,5,34,4,2.0,3100,4300,3900,False,True
8944,Lotus,2548657,10,81,2,0,4,1.0,150,3500,3800,False,False
8945,Lotus,2548657,10,2752,19,300,4,1.0,100,4000,4000,False,True
8946,Lotus,2548657,10,16752,2,703,15,2.0,2300,1800,6700,True,True
8947,Lotus,2548657,10,15282,6,27,4,2.0,4500,4500,5100,True,True
8948,Lotus,2548657,10,4639,11,515,4,2.0,1900,4400,4650,True,True
8949,Lotus,2548657,10,13591,21,70,6,2.0,3250,1550,4450,True,True
8950,Lotus,2548658,11,17624,5,55,13,1.0,2000,1200,1800,False,False
8951,Lotus,2548658,11,2749,11,131,19,1.0,1700,1900,2250,False,True
8952,Lotus,2548658,11,2366,6,0,13,1.0,1750,1600,1600,False,False
8953,Lotus,2548658,11,3345,5,807,4,2.0,4500,4500,4100,True,True
8954,Lotus,2548658,11,81,2,447,19,1.0,1150,2200,2200,False,True
8955,Lotus,2548658,11,2752,19,27,19,1.0,1750,1750,2200,False,False
8956,Lotus,2548658,11,16752,2,235,4,2.0,4200,1700,4900,False,True
8957,Lotus,2548658,11,15282,6,25,4,2.0,4000,600,5300,True,True
8958,Lotus,2548658,11,4639,11,40,4,2.0,4400,900,4950,False,True
8959,Lotus,2548658,11,13591,21,241,6,2.0,5700,550,4450,True,True
8960,Lotus,2548659,12,17624,5,0,4,2.0,1100,4100,4500,False,False
8961,Lotus,2548659,12,2749,11,583,6,2.0,400,4700,4950,False,True
8962,Lotus,2548659,12,2366,6,0,4,2.0,450,4500,4500,False,False
8963,Lotus,2548659,12,3345,5,181,4,2.0,6500,1600,4100,False,True
8964,Lotus,2548659,12,81,2,378,6,2.0,350,4200,4600,False,True
8965,Lotus,2548659,12,2752,19,40,4,1.0,950,4000,4000,False,False
8966,Lotus,2548659,12,16752,2,80,4,2.0,3000,4400,4900,False,True
8967,Lotus,2548659,12,15282,6,973,4,2.0,5400,1600,5300,False,True
8968,Lotus,2548659,12,4639,11,158,15,2.0,3350,8750,6450,True,True
8969,Lotus,2548659,12,13591,21,25,6,2.0,3650,550,4450,True,True
8970,Lotus,2548660,13,17624,5,250,12,,100,700,500,False,True
8971,Lotus,2548660,13,2749,11,355,11,1.0,0,800,950,False,True
8972,Lotus,2548660,13,2366,6,268,11,1.0,0,800,800,False,True
8973,Lotus,2548660,13,3345,5,90,12,,100,700,700,True,True
8974,Lotus,2548660,13,81,2,0,12,,0,800,800,False,False
8975,Lotus,2548660,13,2752,19,92,12,,100,700,700,False,True
8976,Lotus,2548660,13,16752,2,530,12,,0,800,800,False,True
8977,Lotus,2548660,13,15282,6,0,13,,0,800,800,False,False
8978,Lotus,2548660,13,4639,11,63,11,1.0,0,800,950,False,True
8979,Lotus,2548660,13,13591,21,516,12,,0,800,800,False,True
8980,Lotus,2548661,14,17624,5,67,13,,1400,800,800,False,True
8981,Lotus,2548661,14,2749,11,100,13,,1500,800,950,False,True
8982,Lotus,2548661,14,2366,6,508,11,,1900,200,200,False,True
8983,Lotus,2548661,14,3345,5,205,4,1.0,100,3500,3500,False,True
8984,Lotus,2548661,14,81,2,0,13,,1100,800,800,False,False
8985,Lotus,2548661,14,2752,19,505,13,,1200,800,800,False,True
8986,Lotus,2548661,14,16752,2,264,16,2.0,50,3650,3950,False,True
8987,Lotus,2548661,14,15282,6,429,12,1.0,2300,1000,1500,False,True
8988,Lotus,2548661,14,4639,11,0,23,1.0,0,3300,3450,True,True
8989,Lotus,2548661,14,13591,21,71,5,2.0,100,3600,3600,False,True
8990,Lotus,2548662,15,17624,5,0,6,1.0,100,3700,3700,False,False
8991,Lotus,2548662,15,2749,11,224,6,1.0,0,3900,4050,True,True
8992,Lotus,2548662,15,2366,6,275,6,2.0,200,4500,4500,False,True
8993,Lotus,2548662,15,3345,5,0,13,1.0,1800,1800,1800,True,True
8994,Lotus,2548662,15,81,2,226,6,1.0,0,3500,3500,True,True
8995,Lotus,2548662,15,2752,19,40,4,1.0,0,4000,4000,False,False
8996,Lotus,2548662,15,16752,2,104,11,1.0,2650,900,1100,False,True
8997,Lotus,2548662,15,15282,6,786,4,1.0,2700,3300,3900,False,True
8998,Lotus,2548662,15,4639,11,0,23,1.0,1700,500,3550,True,True
8999,Lotus,2548662,15,13591,21,65,19,1.0,2450,2050,2050,False,False
9000,Lotus,2548663,16,17624,5,0,16,1.0,150,2850,2650,False,False
9001,Lotus,2548663,16,2749,11,0,6,1.0,400,800,4050,False,False
9002,Lotus,2548663,16,2366,6,0,16,1.0,50,3250,3050,False,False
9003,Lotus,2548663,16,3345,5,255,6,2.0,3900,1200,5300,True,True
9004,Lotus,2548663,16,81,2,365,6,2.0,0,1200,4100,False,True
9005,Lotus,2548663,16,2752,19,65,16,1.0,0,2900,3350,False,False
9006,Lotus,2548663,16,16752,2,275,4,2.0,1750,4200,4700,True,True
9007,Lotus,2548663,16,15282,6,0,4,2.0,2700,3900,4500,True,True
9008,Lotus,2548663,16,4639,11,650,4,2.0,3600,1400,4650,True,True
9009,Lotus,2548663,16,13591,21,145,4,2.0,1300,4450,4450,False,True
9010,Bind,2548679,1,17624,3,254,12,,0,800,600,False,True
9011,Bind,2548679,1,2749,8,78,10,,50,750,850,False,True
9012,Bind,2548679,1,2366,6,765,12,,100,700,700,False,True
9013,Bind,2548679,1,3345,3,800,12,,0,800,500,True,True
9014,Bind,2548679,1,81,2,55,13,,0,800,800,False,False
9015,Bind,2548679,1,2752,13,51,11,,100,700,950,False,True
9016,Bind,2548679,1,16752,2,55,13,,0,800,800,False,True
9017,Bind,2548679,1,15282,6,230,11,1.0,0,800,600,False,True
9018,Bind,2548679,1,4639,8,0,11,1.0,50,750,850,False,False
9019,Bind,2548679,1,13591,13,0,12,,0,800,1050,False,False
9020,Bind,2548680,2,17624,3,250,16,1.0,350,3150,2750,True,True
9021,Bind,2548680,2,2749,8,0,5,1.0,250,3100,3200,True,True
9022,Bind,2548680,2,2366,6,230,5,2.0,350,3650,3650,True,True
9023,Bind,2548680,2,3345,3,0,12,,1000,600,1100,False,False
9024,Bind,2548680,2,81,2,0,16,2.0,50,3250,3250,True,True
9025,Bind,2548680,2,2752,13,0,18,2.0,100,3300,3550,True,True
9026,Bind,2548680,2,16752,2,0,11,,1400,500,500,False,False
9027,Bind,2548680,2,15282,6,110,13,,1300,800,1000,False,False
9028,Bind,2548680,2,4639,8,0,11,,1750,200,550,False,False
9029,Bind,2548680,2,13591,13,30,11,,1900,0,550,False,False
9030,Bind,2548681,3,17624,3,1090,16,1.0,2850,1000,2850,True,True
9031,Bind,2548681,3,2749,8,0,5,1.0,2900,650,3200,False,False
9032,Bind,2548681,3,2366,6,234,5,2.0,3250,600,3650,False,True
9033,Bind,2548681,3,3345,3,80,4,1.0,100,3300,3400,False,False
9034,Bind,2548681,3,81,2,0,18,2.0,2650,700,3300,False,False
9035,Bind,2548681,3,2752,13,65,16,2.0,2700,700,4200,False,True
9036,Bind,2548681,3,16752,2,458,6,1.0,0,3800,4300,False,True
9037,Bind,2548681,3,15282,6,0,4,1.0,0,3700,3700,False,False
9038,Bind,2548681,3,4639,8,230,4,2.0,50,4100,4450,False,True
9039,Bind,2548681,3,13591,13,413,6,1.0,300,4000,4250,False,True
9040,Bind,2548682,4,17624,3,275,4,2.0,5350,1600,4100,False,True
9041,Bind,2548682,4,2749,8,39,6,2.0,1650,4550,4650,False,False
9042,Bind,2548682,4,2366,6,34,4,2.0,2250,4500,4500,False,False
9043,Bind,2548682,4,3345,3,25,9,1.0,1250,1750,1550,True,True
9044,Bind,2548682,4,81,2,0,4,2.0,1350,4600,4600,False,False
9045,Bind,2548682,4,2752,13,0,4,2.0,1550,4450,4850,False,False
9046,Bind,2548682,4,16752,2,1372,13,1.0,1400,1700,1900,True,True
9047,Bind,2548682,4,15282,6,110,13,1.0,1300,1600,1800,False,True
9048,Bind,2548682,4,4639,8,43,9,1.0,1250,1900,2000,True,True
9049,Bind,2548682,4,13591,13,0,19,1.0,1400,2200,2450,True,True
9050,Bind,2548683,5,17624,3,0,4,1.0,850,3700,3500,False,True
9051,Bind,2548683,5,2749,8,0,6,1.0,50,3500,3600,False,False
9052,Bind,2548683,5,2366,6,306,4,1.0,250,3900,3900,False,True
9053,Bind,2548683,5,3345,3,686,4,2.0,2850,1400,4200,True,True
9054,Bind,2548683,5,81,2,36,4,2.0,1750,4400,4600,False,False
9055,Bind,2548683,5,2752,13,25,16,1.0,250,3200,3600,False,True
9056,Bind,2548683,5,16752,2,360,4,2.0,1500,1000,5400,False,True
9057,Bind,2548683,5,15282,6,0,4,2.0,200,4100,4300,True,True
9058,Bind,2548683,5,4639,8,284,4,2.0,2800,1450,4650,True,True
9059,Bind,2548683,5,13591,13,0,6,2.0,2850,4450,4850,True,True
9060,Bind,2548684,6,17624,3,55,13,,1950,1300,900,False,True
9061,Bind,2548684,6,2749,8,210,13,,1000,1450,1550,False,True
9062,Bind,2548684,6,2366,6,0,19,1.0,950,1900,1900,False,False
9063,Bind,2548684,6,3345,3,234,4,2.0,4850,1600,4000,False,True
9064,Bind,2548684,6,81,2,298,8,1.0,1200,2950,2950,False,True
9065,Bind,2548684,6,2752,13,395,13,1.0,1000,1650,1900,False,True
9066,Bind,2548684,6,16752,2,8,4,2.0,0,4700,4700,False,True
9067,Bind,2548684,6,15282,6,80,4,2.0,2600,600,4500,True,True
9068,Bind,2548684,6,4639,8,713,4,2.0,4050,1950,4950,False,True
9069,Bind,2548684,6,13591,13,186,6,2.0,4300,1550,4850,True,True
9070,Bind,2548685,7,17624,3,300,4,1.0,1350,3800,3500,False,True
9071,Bind,2548685,7,2749,8,0,6,1.0,450,3950,4050,False,False
9072,Bind,2548685,7,2366,6,4,4,1.0,250,3900,3900,False,False
9073,Bind,2548685,7,3345,3,0,4,2.0,3550,4500,3900,True,True
9074,Bind,2548685,7,81,2,585,4,2.0,0,4600,4600,True,True
9075,Bind,2548685,7,2752,13,0,4,1.0,550,3850,4250,False,False
9076,Bind,2548685,7,16752,2,355,4,2.0,1000,4900,4900,False,True
9077,Bind,2548685,7,15282,6,805,4,2.0,5000,600,5100,True,True
9078,Bind,2548685,7,4639,8,0,4,2.0,2800,4850,4950,False,False
9079,Bind,2548685,7,13591,13,39,6,2.0,3050,1550,4850,False,False
9080,Bind,2548686,8,17624,3,300,16,1.0,1300,3150,2850,False,True
9081,Bind,2548686,8,2749,8,25,19,1.0,1750,1600,2250,False,True
9082,Bind,2548686,8,2366,6,126,19,1.0,1250,1900,2100,False,True
9083,Bind,2548686,8,3345,3,580,4,2.0,3050,600,4000,False,True
9084,Bind,2548686,8,81,2,508,4,1.0,800,600,3700,False,True
9085,Bind,2548686,8,2752,13,274,19,1.0,1700,1750,2450,False,True
9086,Bind,2548686,8,16752,2,84,4,2.0,2600,4500,4700,False,True
9087,Bind,2548686,8,15282,6,395,4,2.0,5500,200,5300,True,True
9088,Bind,2548686,8,4639,8,215,4,2.0,1700,4100,4650,False,True
9089,Bind,2548686,8,13591,13,25,6,2.0,4500,4450,4850,False,True
9090,Bind,2548687,9,17624,3,0,4,1.0,800,3900,3500,False,False
9091,Bind,2548687,9,2749,8,270,6,2.0,400,4550,4650,True,True
9092,Bind,2548687,9,2366,6,122,6,2.0,150,4300,4500,False,True
9093,Bind,2548687,9,3345,3,25,4,2.0,1950,4500,3900,False,True
9094,Bind,2548687,9,81,2,273,4,2.0,0,4400,4400,False,True
9095,Bind,2548687,9,2752,13,781,4,1.0,1250,3850,4250,False,True
9096,Bind,2548687,9,16752,2,259,4,2.0,900,4700,4900,False,True
9097,Bind,2548687,9,15282,6,239,4,2.0,4600,1400,5300,False,True
9098,Bind,2548687,9,4639,8,580,4,2.0,3250,4550,4650,False,True
9099,Bind,2548687,9,13591,13,0,6,2.0,3350,4150,4850,False,False
9100,Bind,2548688,10,17624,3,275,4,1.0,200,3900,3500,False,True
9101,Bind,2548688,10,2749,8,88,6,2.0,350,650,4650,False,False
9102,Bind,2548688,10,2366,6,65,16,1.0,200,3250,3250,False,False
9103,Bind,2548688,10,3345,3,552,4,1.0,50,3800,3300,True,True
9104,Bind,2548688,10,81,2,118,4,2.0,1800,4600,4600,False,False
9105,Bind,2548688,10,2752,13,280,4,2.0,700,4450,4850,False,True
9106,Bind,2548688,10,16752,2,317,4,2.0,1800,4100,4600,False,True
9107,Bind,2548688,10,15282,6,162,4,2.0,50,4800,4800,True,True
9108,Bind,2548688,10,4639,8,266,8,1.0,1600,2900,3000,False,True
9109,Bind,2548688,10,13591,13,25,6,2.0,800,4450,4850,True,True
9110,Bind,2548689,11,17624,3,871,13,,1800,800,800,False,True
9111,Bind,2548689,11,2749,8,46,11,,1900,650,750,False,False
9112,Bind,2548689,11,2366,6,8,13,,1400,1000,1400,False,False
9113,Bind,2548689,11,3345,3,0,4,2.0,1850,1600,3900,False,False
9114,Bind,2548689,11,81,2,81,19,1.0,2100,1900,1900,False,True
9115,Bind,2548689,11,2752,13,0,19,1.0,1600,1500,2450,False,False
9116,Bind,2548689,11,16752,2,243,4,2.0,600,4400,4400,False,True
9117,Bind,2548689,11,15282,6,130,4,2.0,1850,1400,4800,True,True
9118,Bind,2548689,11,4639,8,526,4,2.0,800,4000,4650,True,True
9119,Bind,2548689,11,13591,13,274,6,2.0,3100,700,4850,False,True
9120,Bind,2548690,12,17624,3,280,4,2.0,600,4500,4100,False,True
9121,Bind,2548690,12,2749,8,0,6,2.0,50,4550,4650,False,False
9122,Bind,2548690,12,2366,6,40,4,2.0,0,4100,4300,False,False
9123,Bind,2548690,12,3345,3,813,4,2.0,50,4800,4300,True,True
9124,Bind,2548690,12,81,2,40,4,2.0,200,4600,4600,False,False
9125,Bind,2548690,12,2752,13,340,4,1.0,150,4150,4550,False,True
9126,Bind,2548690,12,16752,2,0,4,2.0,1800,4900,4900,True,True
9127,Bind,2548690,12,15282,6,340,4,2.0,950,1200,4800,False,True
9128,Bind,2548690,12,4639,8,169,4,2.0,2250,1950,4950,True,True
9129,Bind,2548690,12,13591,13,50,6,2.0,1850,4450,4850,False,True
9130,Bind,2548691,13,17624,3,0,11,1.0,0,800,400,False,False
9131,Bind,2548691,13,2749,8,0,10,,50,750,850,False,True
9132,Bind,2548691,13,2366,6,164,12,,100,700,700,False,True
9133,Bind,2548691,13,3345,3,306,12,,0,800,600,True,True
9134,Bind,2548691,13,81,2,0,13,,0,800,800,False,True
9135,Bind,2548691,13,2752,13,477,12,,0,800,1050,False,True
9136,Bind,2548691,13,16752,2,246,11,1.0,0,800,800,False,True
9137,Bind,2548691,13,15282,6,248,11,,200,600,600,True,True
