,Map,Round_ID,Round_Number,Player_ID,Agent_ID,Round_Score,Weapon_ID,Armor_ID,Remaining_Credits,Spent_Credits,Loadout_Value,Survived,kast
1023,Breeze,2575185,14,1091,6,74,4,1.0,0,3500,3500,False,False
1024,Breeze,2575185,14,6414,6,119,12,,1600,500,700,True,True
1025,Breeze,2575185,14,3599,3,248,12,2.0,1700,1600,1700,False,True
1026,Breeze,2575185,14,4710,16,364,13,,1350,800,1050,True,True
1027,Breeze,2575185,14,1763,3,0,11,,1900,0,0,False,False
1028,Breeze,2575185,14,11412,4,35,12,2.0,2200,1700,2200,False,False
1029,Breeze,2575185,14,1804,15,0,5,2.0,0,3500,4000,False,False
1030,Breeze,2575186,15,4748,12,130,23,2.0,550,3950,4750,True,True
1031,Breeze,2575186,15,2882,4,80,4,2.0,3450,1700,4600,True,True
1032,Breeze,2575186,15,4509,14,0,11,,1800,250,900,False,False
1033,Breeze,2575186,15,1091,6,0,11,,1900,0,0,False,False
1034,Breeze,2575186,15,6414,6,0,5,2.0,3000,1600,4150,True,True
1035,Breeze,2575186,15,3599,3,36,13,,2600,1200,1200,False,False
1036,Breeze,2575186,15,4710,16,1014,4,2.0,150,4400,5200,True,True
1037,Breeze,2575186,15,1763,3,0,4,2.0,400,4500,4000,True,True
1038,Breeze,2575186,15,11412,4,0,13,1.0,2350,1750,1900,False,False
1039,Breeze,2575186,15,1804,15,0,11,,1900,0,0,False,False
1040,Breeze,2575187,16,4748,12,0,23,2.0,3750,0,4750,True,True
1041,Breeze,2575187,16,2882,4,135,4,2.0,6450,0,4600,False,False
1042,Breeze,2575187,16,4509,14,485,4,2.0,150,4050,4650,True,True
1043,Breeze,2575187,16,1091,6,89,4,2.0,0,4300,4300,True,True
1044,Breeze,2575187,16,6414,6,46,5,2.0,5800,200,4150,False,False
1045,Breeze,2575187,16,3599,3,260,4,2.0,900,4100,4100,False,True
1046,Breeze,2575187,16,4710,16,0,4,2.0,2950,1000,4900,False,False
1047,Breeze,2575187,16,1763,3,630,4,2.0,2900,500,4000,True,True
1048,Breeze,2575187,16,11412,4,80,4,2.0,550,4200,4600,True,True
1049,Breeze,2575187,16,1804,15,25,4,2.0,100,4200,4200,False,True
1050,Breeze,2575188,17,4748,12,0,15,2.0,50,4700,6650,True,True
1051,Breeze,2575188,17,2882,4,0,4,2.0,3750,4600,4600,True,True
1052,Breeze,2575188,17,4509,14,0,4,2.0,2100,1750,4650,False,False
1053,Breeze,2575188,17,1091,6,0,4,2.0,0,400,4300,False,False
1054,Breeze,2575188,17,6414,6,1249,4,2.0,3200,4500,4300,True,True
1055,Breeze,2575188,17,3599,3,0,4,2.0,0,4400,4000,False,False
1056,Breeze,2575188,17,4710,16,325,4,2.0,200,4650,4900,True,True
1057,Breeze,2575188,17,1763,3,0,4,2.0,3800,500,4000,True,True
1058,Breeze,2575188,17,11412,4,0,4,2.0,2150,1700,4600,False,False
1059,Breeze,2575188,17,1804,15,40,4,2.0,1950,4350,4500,False,False
1060,Breeze,2575189,18,4748,12,0,15,2.0,2650,400,7050,True,True
1061,Breeze,2575189,18,2882,4,175,4,2.0,5550,1200,5400,True,True
1062,Breeze,2575189,18,4509,14,0,5,1.0,1400,2600,3350,False,False
1063,Breeze,2575189,18,1091,6,130,11,,1500,400,400,False,False
1064,Breeze,2575189,18,6414,6,800,4,2.0,5600,1400,4500,True,True
1065,Breeze,2575189,18,3599,3,14,11,,1900,0,0,False,False
1066,Breeze,2575189,18,4710,16,80,4,2.0,2950,450,4900,True,True
1067,Breeze,2575189,18,1763,3,170,4,2.0,6300,500,4000,True,True
1068,Breeze,2575189,18,11412,4,0,13,1.0,2450,1600,1900,False,False
1069,Breeze,2575189,18,1804,15,120,19,1.0,1900,1950,1950,False,False
1070,Breeze,2575190,19,4748,12,670,15,2.0,4650,1000,7050,False,True
1071,Breeze,2575190,19,2882,4,0,4,2.0,7350,1400,5400,False,False
1072,Breeze,2575190,19,4509,14,279,4,1.0,0,3800,4200,False,True
1073,Breeze,2575190,19,1091,6,910,4,1.0,400,3500,3900,True,True
1074,Breeze,2575190,19,6414,6,120,4,2.0,7500,1500,4800,False,False
1075,Breeze,2575190,19,3599,3,0,4,1.0,400,3900,3500,False,False
1076,Breeze,2575190,19,4710,16,0,4,2.0,5500,450,4900,False,False
1077,Breeze,2575190,19,1763,3,485,4,2.0,7400,1600,4000,False,True
1078,Breeze,2575190,19,11412,4,0,4,2.0,250,4600,4600,False,True
1079,Breeze,2575190,19,1804,15,0,4,1.0,550,3750,3750,False,False
1080,Breeze,2575191,20,4748,12,280,15,2.0,100,6850,7050,False,True
1081,Breeze,2575191,20,2882,4,0,4,2.0,4800,4200,4900,False,False
1082,Breeze,2575191,20,4509,14,0,4,1.0,50,3450,4200,False,False
1083,Breeze,2575191,20,1091,6,120,4,2.0,2700,1600,4500,False,True
1084,Breeze,2575191,20,6414,6,0,4,2.0,4600,4400,4600,False,False
1085,Breeze,2575191,20,3599,3,219,4,1.0,0,3700,3500,True,True
1086,Breeze,2575191,20,4710,16,0,4,2.0,2950,4450,4900,False,False
1087,Breeze,2575191,20,1763,3,275,4,2.0,4500,4500,4000,False,True
1088,Breeze,2575191,20,11412,4,900,4,1.0,100,3450,4000,True,True
1089,Breeze,2575191,20,1804,15,160,4,1.0,100,3750,3750,True,True
1090,Icebox,2575499,1,4748,12,0,13,,0,800,800,False,False
1091,Icebox,2575499,1,2882,4,210,11,,100,700,700,False,True
1092,Icebox,2575499,1,4509,21,0,12,,0,800,800,False,False
1093,Icebox,2575499,1,1091,6,454,11,1.0,0,800,600,True,True
1094,Icebox,2575499,1,6414,6,30,12,,100,700,700,False,False
1095,Icebox,2575499,1,3599,5,18,11,1.0,0,800,400,False,True
1096,Icebox,2575499,1,4710,20,270,11,1.0,100,700,700,False,True
1097,Icebox,2575499,1,1763,5,285,12,,100,700,700,False,True
1098,Icebox,2575499,1,11412,4,686,12,,0,800,800,True,True
1099,Icebox,2575499,1,1804,20,64,11,1.0,50,750,750,False,True
1100,Icebox,2575500,2,4748,12,0,13,,1100,800,800,False,False
1101,Icebox,2575500,2,2882,4,0,11,,2200,0,300,False,False
1102,Icebox,2575500,2,4509,21,250,5,1.0,300,2700,3000,False,True
1103,Icebox,2575500,2,1091,6,493,6,1.0,100,3300,4000,True,True
1104,Icebox,2575500,2,6414,6,78,11,,2000,0,0,False,False
1105,Icebox,2575500,2,3599,5,79,19,1.0,900,2100,1700,True,True
1106,Icebox,2575500,2,4710,20,275,10,,1750,450,600,False,True
1107,Icebox,2575500,2,1763,5,0,12,,1700,500,700,False,False
1108,Icebox,2575500,2,11412,4,190,5,2.0,0,3600,4250,True,True
1109,Icebox,2575500,2,1804,20,112,19,2.0,650,2400,2750,True,True
1110,Icebox,2575501,3,4748,12,260,4,1.0,100,3700,3700,True,True
1111,Icebox,2575501,3,2882,4,68,6,2.0,450,4450,4600,False,False
1112,Icebox,2575501,3,4509,21,0,12,2.0,1950,1550,2050,False,False
1113,Icebox,2575501,3,1091,6,25,6,1.0,2500,1000,4200,False,True
1114,Icebox,2575501,3,6414,6,315,4,2.0,200,4500,4500,True,True
1115,Icebox,2575501,3,3599,5,0,19,1.0,3300,600,2400,False,False
1116,Icebox,2575501,3,4710,20,428,6,2.0,100,4550,4550,True,True
1117,Icebox,2575501,3,1763,5,252,4,2.0,100,4300,4500,False,True
1118,Icebox,2575501,3,11412,4,304,5,2.0,2650,550,3750,False,True
1119,Icebox,2575501,3,1804,20,300,5,2.0,3350,500,3700,False,True
1120,Icebox,2575502,4,4748,12,0,4,2.0,2250,1350,4950,False,False
1121,Icebox,2575502,4,2882,4,40,4,2.0,2600,4050,4600,False,True
1122,Icebox,2575502,4,4509,21,25,4,1.0,250,3600,3850,True,True
1123,Icebox,2575502,4,1091,6,220,4,2.0,100,4300,4300,True,True
1124,Icebox,2575502,4,6414,6,40,4,2.0,600,200,4500,False,False
1125,Icebox,2575502,4,3599,5,612,23,1.0,2200,3000,3000,False,True
1126,Icebox,2575502,4,4710,20,524,6,2.0,400,500,4550,False,True
1127,Icebox,2575502,4,1763,5,132,4,2.0,2400,4100,4500,False,False
1128,Icebox,2575502,4,11412,4,550,4,1.0,750,4000,4000,True,True
1129,Icebox,2575502,4,1804,20,0,4,2.0,1250,4200,4550,False,True
1130,Icebox,2575503,5,4748,12,610,16,1.0,1800,2650,3050,False,True
1131,Icebox,2575503,5,2882,4,0,5,1.0,1950,2850,2850,False,False
1132,Icebox,2575503,5,4509,21,118,4,2.0,1700,1550,4450,False,True
1133,Icebox,2575503,5,1091,6,394,4,1.0,2300,1000,3700,True,True
1134,Icebox,2575503,5,6414,6,255,10,,1950,850,850,False,True
1135,Icebox,2575503,5,3599,5,241,23,1.0,2400,3200,3000,False,True
1136,Icebox,2575503,5,4710,20,80,13,1.0,1650,1350,1350,False,True
1137,Icebox,2575503,5,1763,5,0,13,1.0,3000,1600,1800,False,False
1138,Icebox,2575503,5,11412,4,495,4,2.0,2450,1700,4600,True,True
1139,Icebox,2575503,5,1804,20,25,4,2.0,50,4200,4550,False,True
1140,Icebox,2575504,6,4748,12,0,4,2.0,850,4050,4450,False,False
1141,Icebox,2575504,6,2882,4,260,4,2.0,50,4600,4600,False,True
1142,Icebox,2575504,6,4509,21,34,4,2.0,550,4150,4450,False,False
1143,Icebox,2575504,6,1091,6,0,4,2.0,4100,1600,5100,False,False
1144,Icebox,2575504,6,6414,6,570,4,2.0,350,4500,4500,True,True
1145,Icebox,2575504,6,3599,5,274,23,1.0,2200,3400,3200,False,True
1146,Icebox,2575504,6,4710,20,0,6,2.0,150,4200,4200,False,False
1147,Icebox,2575504,6,1763,5,545,4,2.0,1400,4300,4500,False,True
1148,Icebox,2575504,6,11412,4,40,4,2.0,2250,700,4600,False,True
1149,Icebox,2575504,6,1804,20,865,4,2.0,1400,4550,4550,False,True
1150,Icebox,2575505,7,4748,12,325,11,2.0,50,1200,1350,False,True
1151,Icebox,2575505,7,2882,4,0,4,2.0,2150,4300,4600,False,False
1152,Icebox,2575505,7,4509,21,35,5,1.0,1750,2750,3000,False,False
1153,Icebox,2575505,7,1091,6,65,4,1.0,450,3500,3900,False,True
1154,Icebox,2575505,7,6414,6,139,4,2.0,950,200,4500,False,True
1155,Icebox,2575505,7,3599,5,526,23,1.0,1100,3200,2800,True,True
1156,Icebox,2575505,7,4710,20,255,6,2.0,1950,4400,4550,False,True
1157,Icebox,2575505,7,1763,5,0,4,2.0,1000,4100,4500,False,False
1158,Icebox,2575505,7,11412,4,217,4,1.0,150,4000,4000,False,True
1159,Icebox,2575505,7,1804,20,634,4,1.0,300,3600,3950,False,True
1160,Icebox,2575506,8,4748,12,520,4,1.0,50,3500,3850,False,True
1161,Icebox,2575506,8,2882,4,588,6,2.0,1150,4300,4600,True,True
1162,Icebox,2575506,8,4509,21,40,4,2.0,250,3900,4450,False,False
1163,Icebox,2575506,8,1091,6,0,13,1.0,1450,1400,1400,False,False
1164,Icebox,2575506,8,6414,6,0,4,2.0,150,4100,4300,False,False
1165,Icebox,2575506,8,3599,5,0,4,1.0,1500,1000,3300,False,False
1166,Icebox,2575506,8,4710,20,167,6,2.0,900,4550,4550,False,True
1167,Icebox,2575506,8,1763,5,0,4,2.0,200,4100,4500,True,True
1168,Icebox,2575506,8,11412,4,486,13,1.0,1550,1200,1900,False,True
1169,Icebox,2575506,8,1804,20,404,19,,1850,1250,1400,False,True
1170,Icebox,2575507,9,4748,12,380,4,2.0,2600,4050,4450,False,True
1171,Icebox,2575507,9,2882,4,0,6,2.0,250,1700,5400,False,False
1172,Icebox,2575507,9,4509,21,350,5,1.0,450,2700,3000,False,True
1173,Icebox,2575507,9,1091,6,70,6,2.0,50,4300,4100,False,True
1174,Icebox,2575507,9,6414,6,319,4,2.0,2050,4300,4500,False,True
1175,Icebox,2575507,9,3599,5,301,4,2.0,100,4300,3900,False,True
1176,Icebox,2575507,9,4710,20,0,6,2.0,0,4400,4400,False,True
1177,Icebox,2575507,9,1763,5,674,4,2.0,200,400,4500,True,True
1178,Icebox,2575507,9,11412,4,248,4,2.0,450,4200,4600,False,True
1179,Icebox,2575507,9,1804,20,193,4,2.0,600,4550,4550,False,True
1180,Icebox,2575508,10,4748,12,235,4,2.0,1850,4250,4450,True,True
1181,Icebox,2575508,10,2882,4,291,5,2.0,100,3450,3600,True,True
1182,Icebox,2575508,10,4509,21,245,13,1.0,1800,1750,1750,False,True
1183,Icebox,2575508,10,1091,6,110,13,1.0,1350,1600,1400,False,False
1184,Icebox,2575508,10,6414,6,34,4,2.0,1050,4500,4500,True,True
1185,Icebox,2575508,10,3599,5,0,13,1.0,1400,1800,1400,False,False
1186,Icebox,2575508,10,4710,20,519,6,2.0,1650,4550,4550,False,True
1187,Icebox,2575508,10,1763,5,195,4,2.0,600,600,4500,True,True
1188,Icebox,2575508,10,11412,4,101,13,1.0,1950,1600,1900,False,True
1189,Icebox,2575508,10,1804,20,0,19,1.0,2050,1650,2150,False,False
1190,Icebox,2575509,11,4748,12,0,4,2.0,4350,1000,5250,False,False
1191,Icebox,2575509,11,2882,4,657,6,2.0,3050,550,5400,False,True
1192,Icebox,2575509,11,4509,21,295,4,2.0,1000,3900,4450,True,True
1193,Icebox,2575509,11,1091,6,18,6,1.0,350,3900,3900,False,True
1194,Icebox,2575509,11,6414,6,228,4,2.0,2950,1400,4500,False,True
1195,Icebox,2575509,11,3599,5,517,4,2.0,0,4300,3900,False,True
1196,Icebox,2575509,11,4710,20,126,6,2.0,950,4400,4550,False,True
1197,Icebox,2575509,11,1763,5,40,4,2.0,2900,1200,5300,False,False
1198,Icebox,2575509,11,11412,4,539,4,2.0,950,3900,4600,False,True
1199,Icebox,2575509,11,1804,20,0,4,2.0,900,4050,4550,False,False
1200,Icebox,2575510,12,4748,12,878,4,2.0,2000,4550,4750,False,True
1201,Icebox,2575510,12,2882,4,80,4,2.0,900,4750,4900,False,False
1202,Icebox,2575510,12,4509,21,305,4,2.0,650,850,4750,False,True
1203,Icebox,2575510,12,1091,6,179,6,2.0,1450,4800,4800,False,True
1204,Icebox,2575510,12,6414,6,255,4,2.0,950,4400,4800,False,True
1205,Icebox,2575510,12,3599,5,0,23,1.0,0,3200,2800,False,False
1206,Icebox,2575510,12,4710,20,0,6,1.0,50,3300,3450,False,False
1207,Icebox,2575510,12,1763,5,0,4,2.0,1200,3900,4500,False,False
1208,Icebox,2575510,12,11412,4,640,4,1.0,350,4000,4000,True,True
1209,Icebox,2575510,12,1804,20,300,4,1.0,100,3800,3800,False,True
1210,Icebox,2575511,13,4748,12,311,13,,0,800,800,False,True
1211,Icebox,2575511,13,2882,4,487,12,,0,800,800,False,True
1212,Icebox,2575511,13,4509,21,44,12,,0,800,800,False,False
1213,Icebox,2575511,13,1091,6,55,12,,100,700,700,False,True
1214,Icebox,2575511,13,6414,6,0,11,1.0,0,800,600,False,False
1215,Icebox,2575511,13,3599,5,0,13,,0,800,800,False,False
1216,Icebox,2575511,13,4710,20,25,12,,0,800,800,False,False
1217,Icebox,2575511,13,1763,5,86,12,,100,700,700,False,False
1218,Icebox,2575511,13,11412,4,450,11,1.0,0,800,800,True,True
1219,Icebox,2575511,13,1804,20,725,12,,0,800,800,True,True
1220,Icebox,2575512,14,4748,12,814,13,,1300,800,800,True,True
1221,Icebox,2575512,14,2882,4,104,11,,2300,0,0,False,False
1222,Icebox,2575512,14,4509,21,64,5,1.0,0,3000,3000,False,False
1223,Icebox,2575512,14,1091,6,0,19,1.0,1000,2100,2100,False,False
1224,Icebox,2575512,14,6414,6,0,11,,1900,0,0,False,False
1225,Icebox,2575512,14,3599,5,268,12,1.0,2000,1000,1500,False,True
1226,Icebox,2575512,14,4710,20,50,13,,1100,800,950,False,True
1227,Icebox,2575512,14,1763,5,0,11,,2000,0,0,False,False
1228,Icebox,2575512,14,11412,4,195,5,2.0,50,3350,3750,True,True
1229,Icebox,2575512,14,1804,20,0,19,2.0,850,2750,2750,True,True
1230,Icebox,2575513,15,4748,12,0,4,1.0,50,3500,4300,False,False
1231,Icebox,2575513,15,2882,4,194,4,2.0,100,4600,4600,True,True
1232,Icebox,2575513,15,4509,21,151,10,1.0,2150,1150,1400,False,True
1233,Icebox,2575513,15,1091,6,315,4,1.0,800,3500,3900,False,True
1234,Icebox,2575513,15,6414,6,426,16,2.0,0,3650,3450,True,True
1235,Icebox,2575513,15,3599,5,0,4,1.0,1600,3900,3900,False,False
1236,Icebox,2575513,15,4710,20,275,6,1.0,50,3450,3600,False,True
1237,Icebox,2575513,15,1763,5,376,4,2.0,100,4300,3900,False,True
1238,Icebox,2575513,15,11412,4,35,5,2.0,2850,700,3750,False,False
1239,Icebox,2575513,15,1804,20,547,19,2.0,2850,1300,2750,False,True
1240,Icebox,2575514,16,4748,12,529,4,1.0,2300,3650,3850,True,True
1241,Icebox,2575514,16,2882,4,114,4,1.0,0,400,3300,True,True
1242,Icebox,2575514,16,4509,21,0,4,2.0,150,4200,4200,False,False
1243,Icebox,2575514,16,1091,6,35,5,1.0,150,3050,3050,True,True
1244,Icebox,2575514,16,6414,6,266,4,1.0,100,400,3300,True,True
1245,Icebox,2575514,16,3599,5,81,4,1.0,500,3300,3900,False,False
1246,Icebox,2575514,16,4710,20,0,18,2.0,150,3100,3250,True,True
1247,Icebox,2575514,16,1763,5,215,4,2.0,1700,4500,3900,True,True
1248,Icebox,2575514,16,11412,4,148,4,1.0,1350,3700,4000,False,False
1249,Icebox,2575514,16,1804,20,0,4,2.0,900,4550,4550,False,False
1250,Icebox,2575515,17,4748,12,725,4,2.0,4550,1150,4450,True,True
1251,Icebox,2575515,17,2882,4,560,4,2.0,1300,1700,4600,False,True
1252,Icebox,2575515,17,4509,21,0,13,1.0,1100,1750,1750,False,False
1253,Icebox,2575515,17,1091,6,355,5,1.0,2250,600,3050,False,True
1254,Icebox,2575515,17,6414,6,0,4,2.0,1700,1600,4300,False,True
1255,Icebox,2575515,17,3599,5,329,19,1.0,1300,1900,1900,False,True
1256,Icebox,2575515,17,4710,20,40,4,2.0,1500,1650,4550,False,False
1257,Icebox,2575515,17,1763,5,0,4,2.0,3300,1600,3900,False,False
1258,Icebox,2575515,17,11412,4,27,13,1.0,2700,1350,1900,False,False
1259,Icebox,2575515,17,1804,20,466,19,1.0,1800,1800,2150,False,True
1260,Icebox,2575516,18,4748,12,610,4,2.0,3900,1350,4450,False,True
1261,Icebox,2575516,18,2882,4,469,4,2.0,800,3900,4600,True,True
1262,Icebox,2575516,18,4509,21,678,4,2.0,400,3900,4450,False,True
1263,Icebox,2575516,18,1091,6,288,4,2.0,1350,4300,4500,False,True
1264,Icebox,2575516,18,6414,6,40,4,2.0,3200,4400,4600,False,False
1265,Icebox,2575516,18,3599,5,37,6,2.0,200,4500,4500,False,False
1266,Icebox,2575516,18,4710,20,280,6,2.0,600,3900,4550,False,True
1267,Icebox,2575516,18,1763,5,0,4,2.0,1800,4500,4100,True,True
1268,Icebox,2575516,18,11412,4,0,4,2.0,1300,4600,4600,False,True
1269,Icebox,2575516,18,1804,20,31,4,2.0,850,4550,4550,False,True
1270,Icebox,2575517,19,4748,12,202,4,2.0,350,4050,4450,False,True
1271,Icebox,2575517,19,2882,4,0,4,2.0,2500,1700,4600,False,False
1272,Icebox,2575517,19,4509,21,0,13,1.0,1950,1750,1750,False,False
1273,Icebox,2575517,19,1091,6,140,6,1.0,550,3900,3900,False,True
1274,Icebox,2575517,19,6414,6,204,4,2.0,2100,4100,4300,False,True
1275,Icebox,2575517,19,3599,5,755,13,1.0,1700,1400,1800,False,True
1276,Icebox,2575517,19,4710,20,155,6,2.0,2650,4050,4550,False,True
1277,Icebox,2575517,19,1763,5,255,4,2.0,3200,1600,3900,False,True
1278,Icebox,2575517,19,11412,4,555,13,1.0,2450,1750,1900,True,True
1279,Icebox,2575517,19,1804,20,0,19,1.0,2100,1650,2150,True,True
1280,Icebox,2575518,20,4748,12,280,4,1.0,0,3300,3650,True,True
1281,Icebox,2575518,20,2882,4,70,5,1.0,400,3150,3150,False,False
1282,Icebox,2575518,20,4509,21,25,4,2.0,1350,3900,4450,True,True
1283,Icebox,2575518,20,1091,6,493,6,2.0,2250,4500,4500,True,True
1284,Icebox,2575518,20,6414,6,261,4,1.0,300,3700,3900,False,True
1285,Icebox,2575518,20,3599,5,259,4,2.0,1100,4500,4300,False,True
1286,Icebox,2575518,20,4710,20,0,4,1.0,1300,3450,3950,False,False
1287,Icebox,2575518,20,1763,5,39,4,2.0,800,4500,3900,False,False
1288,Icebox,2575518,20,11412,4,68,4,2.0,4600,1550,5400,False,True
1289,Icebox,2575518,20,1804,20,248,4,2.0,850,1650,4550,True,True
1290,Icebox,2575519,21,4748,12,130,4,1.0,800,400,3650,True,True
1291,Icebox,2575519,21,2882,4,0,13,,2000,800,800,True,True
1292,Icebox,2575519,21,4509,21,0,4,2.0,4100,550,4450,False,False
1293,Icebox,2575519,21,1091,6,229,6,2.0,4350,1600,4500,False,True
1294,Icebox,2575519,21,6414,6,50,13,1.0,1500,1400,1600,True,True
1295,Icebox,2575519,21,3599,5,40,4,2.0,100,4500,4300,False,False
1296,Icebox,2575519,21,4710,20,940,4,,800,2900,3400,False,True
1297,Icebox,2575519,21,1763,5,279,13,1.0,1800,1400,1200,True,True
1298,Icebox,2575519,21,11412,4,0,4,2.0,3300,4600,4600,False,False
1299,Icebox,2575519,21,1804,20,0,4,2.0,3700,650,4550,False,False
1300,Icebox,2575520,22,4748,12,425,4,1.0,3800,200,3850,False,True
1301,Icebox,2575520,22,2882,4,154,4,2.0,3300,1700,5400,False,True
1302,Icebox,2575520,22,4509,21,319,4,2.0,2100,3900,4450,False,True
1303,Icebox,2575520,22,1091,6,80,4,1.0,50,3500,3500,False,True
1304,Icebox,2575520,22,6414,6,449,4,2.0,2900,1600,5100,False,True
1305,Icebox,2575520,22,3599,5,0,4,,1600,3300,3500,False,True
1306,Icebox,2575520,22,4710,20,0,4,2.0,200,4200,4550,False,False
1307,Icebox,2575520,22,1763,5,0,4,2.0,3400,1600,4900,False,False
1308,Icebox,2575520,22,11412,4,235,4,1.0,1200,4000,4000,False,True
1309,Icebox,2575520,22,1804,20,740,4,1.0,2150,3450,3950,True,True
1310,Icebox,2575521,23,4748,12,300,11,2.0,2000,1000,1550,False,True
1311,Icebox,2575521,23,2882,4,0,6,2.0,1100,4300,4600,False,True
1312,Icebox,2575521,23,4509,21,202,4,2.0,1450,4150,4450,True,True
1313,Icebox,2575521,23,1091,6,0,4,2.0,1750,4500,4500,False,False
1314,Icebox,2575521,23,6414,6,0,4,2.0,1100,4100,4300,False,False
1315,Icebox,2575521,23,3599,5,233,4,2.0,1000,3900,4300,True,True
1316,Icebox,2575521,23,4710,20,348,4,1.0,1350,3650,3950,False,True
1317,Icebox,2575521,23,1763,5,0,4,2.0,800,4500,3900,False,False
1318,Icebox,2575521,23,11412,4,939,4,2.0,400,4300,4600,False,True
1319,Icebox,2575521,23,1804,20,25,4,2.0,1500,1650,4550,True,True
1320,Icebox,2575522,24,4748,12,300,4,2.0,250,4350,4750,False,True
1321,Icebox,2575522,24,2882,4,0,4,1.0,50,3450,3600,False,False
1322,Icebox,2575522,24,4509,21,174,4,2.0,4350,600,4750,True,True
1323,Icebox,2575522,24,1091,6,82,4,2.0,650,4400,4800,True,True
1324,Icebox,2575522,24,6414,6,62,5,2.0,50,3450,3250,False,False
1325,Icebox,2575522,24,3599,5,0,4,2.0,2900,1600,4500,False,True
1326,Icebox,2575522,24,4710,20,0,4,1.0,0,3950,3950,False,False
1327,Icebox,2575522,24,1763,5,280,16,1.0,150,3050,2650,False,True
1328,Icebox,2575522,24,11412,4,482,4,2.0,2300,4900,4900,True,True
1329,Icebox,2575522,24,1804,20,585,4,2.0,950,950,4850,False,True
1330,Icebox,2575523,25,4748,12,0,4,2.0,250,4750,4750,False,False
1331,Icebox,2575523,25,2882,4,80,4,2.0,100,4900,4900,False,True
1332,Icebox,2575523,25,4509,21,25,4,2.0,250,4750,4750,False,True
1333,Icebox,2575523,25,1091,6,590,4,2.0,0,5000,4800,False,True
1334,Icebox,2575523,25,6414,6,509,4,2.0,200,4800,4800,True,True
1335,Icebox,2575523,25,3599,5,0,4,2.0,500,4500,3900,False,False
1336,Icebox,2575523,25,4710,20,530,6,2.0,150,4850,4850,False,True
1337,Icebox,2575523,25,1763,5,280,4,2.0,500,4500,4300,True,True
1338,Icebox,2575523,25,11412,4,300,4,2.0,100,4900,4900,False,True
1339,Icebox,2575523,25,1804,20,0,4,2.0,150,4850,4850,False,False
1340,Icebox,2575524,26,4748,12,0,4,2.0,250,4750,4750,False,False
1341,Icebox,2575524,26,2882,4,665,6,2.0,400,4600,4600,False,True
1342,Icebox,2575524,26,4509,21,340,4,2.0,250,4750,4750,False,True
1343,Icebox,2575524,26,1091,6,240,4,2.0,500,4500,4500,False,True
1344,Icebox,2575524,26,6414,6,0,4,2.0,500,4500,4300,False,True
1345,Icebox,2575524,26,3599,5,320,4,2.0,500,4500,4500,False,True
1346,Icebox,2575524,26,4710,20,109,6,2.0,150,4850,4850,False,True
1347,Icebox,2575524,26,1763,5,675,4,2.0,500,4500,4100,True,True
1348,Icebox,2575524,26,11412,4,0,4,2.0,100,4900,4900,False,True
1349,Icebox,2575524,26,1804,20,300,4,2.0,450,4550,4550,False,True
1350,Lotus,2575623,1,4748,2,0,13,,0,800,800,False,False
1351,Lotus,2575623,1,2882,19,203,12,,50,750,750,False,True
1352,Lotus,2575623,1,4509,2,235,11,1.0,0,800,800,False,True
1353,Lotus,2575623,1,1091,6,584,11,1.0,0,800,800,False,True
1354,Lotus,2575623,1,6414,6,66,11,1.0,0,800,600,False,False
1355,Lotus,2575623,1,3599,5,480,11,1.0,0,800,600,False,True
1356,Lotus,2575623,1,4710,11,77,11,1.0,0,800,950,False,True
1357,Lotus,2575623,1,1763,5,266,12,,100,700,500,False,True
1358,Lotus,2575623,1,11412,19,0,12,,50,750,750,True,True
1359,Lotus,2575623,1,1804,11,75,11,1.0,0,800,950,False,True
1360,Lotus,2575624,2,4748,2,0,13,,1100,800,800,False,False
1361,Lotus,2575624,2,2882,19,0,11,,2150,0,0,False,False
1362,Lotus,2575624,2,4509,2,0,5,1.0,350,3150,3150,True,True
1363,Lotus,2575624,2,1091,6,0,12,2.0,2200,1500,1500,True,True
1364,Lotus,2575624,2,6414,6,0,11,,1900,0,0,False,False
1365,Lotus,2575624,2,3599,5,224,19,1.0,1600,2100,2100,False,True
1366,Lotus,2575624,2,4710,11,171,11,,1900,0,150,False,True
1367,Lotus,2575624,2,1763,5,104,11,,2200,0,0,False,True
1368,Lotus,2575624,2,11412,19,230,5,1.0,2250,1100,3150,True,True
1369,Lotus,2575624,2,1804,11,236,11,1.0,250,3050,1150,True,True
1370,Lotus,2575625,3,4748,2,0,4,1.0,0,3500,3500,False,True
1371,Lotus,2575625,3,2882,19,0,6,2.0,200,4350,4350,False,False
1372,Lotus,2575625,3,4509,2,429,5,1.0,3150,500,3150,False,True
1373,Lotus,2575625,3,1091,6,300,4,2.0,2000,3500,5000,False,True
1374,Lotus,2575625,3,6414,6,559,4,2.0,0,4300,4100,True,True
1375,Lotus,2575625,3,3599,5,0,5,1.0,2050,3050,3050,False,False
1376,Lotus,2575625,3,4710,11,280,6,2.0,0,4500,4650,False,True
1377,Lotus,2575625,3,1763,5,56,4,2.0,100,4500,3900,False,False
1378,Lotus,2575625,3,11412,19,115,5,1.0,5250,500,3150,True,True
1379,Lotus,2575625,3,1804,11,279,19,1.0,3350,400,3050,True,True
1380,Lotus,2575626,4,4748,2,80,4,1.0,1700,400,3500,False,True
1381,Lotus,2575626,4,2882,19,346,13,,2050,1050,1250,False,True
